OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,sigma_x,sigma_y,sigma_z
STARLINK-1307,2020-019AP,2025-07-31T18:44:21.405984,15.06399022,0.0001645,53.0538,58.3118,104.7133,255.4038,0,U,45397,999,29653,4.7509e-05,4.26e-06,0.0,0.5,0.5,0.5
STARLINK-1312,2020-019AQ,2025-07-31T22:00:01.999584,15.53880242,0.0002699,53.0556,49.615,209.6569,20.7809,0,U,45398,999,581,0.0025279,0.00168723,0.0,0.5,0.5,0.5
STARLINK-1255,2020-019AR,2025-07-31T19:33:27.382464,15.06402389,0.0001537,53.056,48.1562,98.1526,261.9637,0,U,45399,999,29666,9.9497e-06,-1.33e-06,0.0,0.5,0.5,0.5
STARLINK-1259,2020-019AV,2025-08-01T06:00:02.000160,15.64162005,0.0004721,53.056,34.1829,240.2987,199.0558,0,U,45403,999,29689,0.0017393,0.00171418,0.0,0.5,0.5,0.5
STARLINK-1260,2020-019AW,2025-07-31T20:21:14.278752,15.0638596,0.0001347,53.0562,48.0209,98.8125,261.3017,0,U,45404,999,29657,-5.7914e-05,-1.144e-05,0.0,0.5,0.5,0.5
STARLINK-1263,2020-019AX,2025-07-31T19:59:59.999712,15.06387987,0.0001328,53.0559,48.078,85.4614,274.6527,0,U,45405,999,29657,1.1791e-05,-1.06e-06,0.0,0.5,0.5,0.5
STARLINK-1265,2020-019AY,2025-07-31T18:35:04.489728,15.06387743,0.0001419,53.0549,48.3458,94.5833,265.5318,0,U,45406,999,29656,-1.6013e-05,-5.2e-06,0.0,0.5,0.5,0.5
STARLINK-1278,2020-019BA,2025-07-31T22:24:38.535840,15.06392785,0.0001337,53.055,77.6323,86.0593,274.0548,0,U,45408,999,29617,6.6707e-05,7.12e-06,0.0,0.5,0.5,0.5
STARLINK-1296,2020-019BE,2025-07-31T21:51:27.297504,15.06392804,0.0001322,53.0553,47.7348,93.1729,266.9411,0,U,45412,999,29658,-9.2331e-05,-1.656e-05,0.0,0.5,0.5,0.5
STARLINK-1298,2020-019BF,2025-08-01T06:00:02.000160,15.30000482,0.0001936,53.0537,45.284,70.7196,287.8787,0,U,45413,999,29673,0.069763,0.02265504,0.0,0.5,0.5,0.5
STARLINK-1309,2020-019BG,2025-07-31T22:12:41.703552,15.06393922,0.0001437,53.0558,47.6682,87.1554,272.96,0,U,45414,999,29657,3.6182e-05,2.57e-06,0.0,0.5,0.5,0.5
STARLINK-1316,2020-019BH,2025-07-31T19:38:46.081824,15.06390956,0.000139,53.0545,48.1462,82.3478,277.7669,0,U,45415,999,29659,9.6832e-05,1.161e-05,0.0,0.5,0.5,0.5
STARLINK-1318,2020-019BJ,2025-07-31T22:00:01.999584,15.31017304,0.0001576,53.0537,44.7612,59.3526,10.1751,0,U,45416,999,29663,0.0042945,0.00132446,0.0,0.5,0.5,0.5
STARLINK-1286,2020-019BK,2025-07-31T20:33:10.187424,15.06402974,0.000183,53.0554,77.9804,122.8225,237.294,0,U,45417,999,29643,-1.5232e-05,-5.09e-06,0.0,0.5,0.5,0.5
STARLINK-1308,2020-019BM,2025-07-31T20:27:51.374880,15.06398008,0.0001281,53.0554,77.9931,100.0531,260.0602,0,U,45419,999,29618,5.9817e-06,-1.92e-06,0.0,0.5,0.5,0.5
STARLINK-1329,2020-025A,2025-07-31T16:31:40.133280,15.06398497,0.000133,53.0556,18.7288,90.5011,269.613,0,U,45531,999,29178,-5.7381e-05,-1.136e-05,0.0,0.5,0.5,0.5
STARLINK-1338,2020-025B,2025-07-31T21:34:13.273536,15.06388281,0.0001404,53.0557,17.7867,87.088,273.027,0,U,45532,999,29181,-4.0665e-05,-8.87e-06,0.0,0.5,0.5,0.5
STARLINK-1350,2020-025E,2025-07-31T15:13:29.715744,15.30007426,0.0001243,53.0777,346.2063,40.4506,319.6586,0,U,45535,999,29225,0.0003859,0.0001102,0.0,0.5,0.5,0.5
STARLINK-1362,2020-025H,2025-07-31T20:45:01.865088,15.06396302,0.0001182,53.0564,17.6583,87.5297,272.5827,0,U,45538,999,29122,3.5641e-05,2.5e-06,0.0,0.5,0.5,0.5
STARLINK-1368,2020-025K,2025-07-31T17:40:40.874880,15.06400675,0.0001163,53.0567,18.5133,88.2321,271.8801,0,U,45540,999,29178,9.3687e-05,1.114e-05,0.0,0.5,0.5,0.5
STARLINK-1371,2020-025M,2025-07-31T18:33:45.317952,15.06388421,0.0001351,53.0561,18.3537,90.7076,269.4067,0,U,45542,999,29179,2.0388e-05,2.2e-07,0.0,0.5,0.5,0.5
STARLINK-1372,2020-025N,2025-07-31T17:51:18.079200,15.06383446,0.0001247,53.0563,18.4807,94.7347,265.3785,0,U,45543,999,29088,-8.3982e-05,-1.531e-05,0.0,0.5,0.5,0.5
STARLINK-1373,2020-025P,2025-07-31T18:17:50.008704,15.0638909,0.0001405,53.0573,18.4053,96.9863,263.1286,0,U,45544,999,29179,-6.6735e-06,-3.81e-06,0.0,0.5,0.5,0.5
STARLINK-1294,2020-025W,2025-07-31T16:17:35.818656,15.40513001,0.0003253,53.0564,340.3228,0.6552,359.4455,0,U,45551,999,29232,0.0021774,0.00090378,0.0,0.5,0.5,0.5
STARLINK-1323,2020-025Y,2025-08-01T06:00:02.000160,15.7021867,0.0011936,53.0491,333.0744,272.1177,324.0183,0,U,45553,999,29187,0.0018149,0.00231124,0.0,0.5,0.5,0.5
STARLINK-1325,2020-025Z,2025-07-31T14:47:41.341344,15.30572847,0.0004195,53.063,330.2657,56.4824,303.6576,0,U,45554,999,29246,0.0010057,0.00029899,0.0,0.5,0.5,0.5
STARLINK-1327,2020-025AA,2025-07-31T16:02:29.137920,15.06398845,0.0001243,53.0572,358.8209,92.9825,267.1306,0,U,45555,999,29205,-0.00016934,-2.803e-05,0.0,0.5,0.5,0.5
STARLINK-1336,2020-025AC,2025-07-31T22:00:01.999584,15.65923192,0.001103,53.0495,338.4093,278.2801,166.9972,0,U,45557,999,590,0.0014553,0.00153804,0.0,0.5,0.5,0.5
STARLINK-1342,2020-025AD,2025-07-31T22:00:01.999584,15.72441246,0.0010714,53.055,337.9066,279.5588,222.1107,0,U,45558,999,29176,0.0013802,0.00191846,0.0,0.5,0.5,0.5
STARLINK-1355,2020-025AJ,2025-07-31T19:22:44.072256,15.82581823,0.0003017,53.0399,271.2961,358.7323,1.369,0,U,45563,999,29329,0.00056349,0.00121431,0.0,0.5,0.5,0.5
STARLINK-1356,2020-025AK,2025-07-31T16:07:47.186688,15.0638824,0.0001274,53.0565,358.8047,85.3841,274.7294,0,U,45564,999,29205,6.6165e-05,7.04e-06,0.0,0.5,0.5,0.5
STARLINK-1357,2020-025AL,2025-07-31T17:18:35.292384,15.20355072,0.0002188,53.0538,355.695,247.6881,112.3882,0,U,45565,999,29210,0.0023436,0.00051689,0.0,0.5,0.5,0.5
STARLINK-1361,2020-025AN,2025-07-31T16:34:19.338240,15.06393798,0.000126,53.0568,358.7243,88.6824,271.431,0,U,45567,999,29206,5.2204e-05,4.96e-06,0.0,0.5,0.5,0.5
STARLINK-1363,2020-025AP,2025-07-31T16:55:35.619168,15.06390714,0.0001469,53.0565,358.9017,94.1373,265.9784,0,U,45568,999,29205,-6.2607e-05,-1.214e-05,0.0,0.5,0.5,0.5
STARLINK-1366,2020-025AQ,2025-07-31T16:39:37.863072,15.06393887,0.0001377,53.055,358.7018,89.9859,270.1287,0,U,45569,999,29145,2.7139e-05,1.23e-06,0.0,0.5,0.5,0.5
STARLINK-1376,2020-025AR,2025-07-31T16:29:00.530016,15.06401475,0.0001423,53.0582,358.7361,99.8898,260.2252,0,U,45570,999,29205,2.5332e-05,9.6e-07,0.0,0.5,0.5,0.5
STARLINK-1320,2020-025AT,2025-07-31T14:46:05.790720,15.2989862,0.0004402,53.0659,321.1067,29.7429,330.382,0,U,45572,999,29259,0.0013765,0.00040261,0.0,0.5,0.5,0.5
STARLINK-1321,2020-025AU,2025-07-31T16:09:07.168896,15.06387102,0.000128,53.0569,348.7994,93.6794,266.4341,0,U,45573,999,29189,2.8222e-05,1.39e-06,0.0,0.5,0.5,0.5
STARLINK-1328,2020-025AX,2025-07-31T15:47:52.698048,15.06396069,0.0001385,53.0555,348.8649,92.1982,267.9166,0,U,45576,999,29220,7.0028e-05,7.62e-06,0.0,0.5,0.5,0.5
STARLINK-1331,2020-025AZ,2025-07-31T15:37:15.817728,15.06394403,0.0001473,53.0559,348.8991,91.8559,268.2598,0,U,45578,999,29220,-6.9754e-05,-1.32e-05,0.0,0.5,0.5,0.5
STARLINK-1333,2020-025BB,2025-07-31T17:22:03.488736,15.06410194,0.0001354,53.0566,358.5756,99.6809,260.4333,0,U,45580,999,29206,0.00014967,1.949e-05,0.0,0.5,0.5,0.5
STARLINK-1335,2020-025BC,2025-07-31T15:53:11.258304,15.06392079,0.0001184,53.0565,348.8471,86.2007,273.9118,0,U,45581,999,29219,6.1531e-05,6.35e-06,0.0,0.5,0.5,0.5
STARLINK-1337,2020-025BD,2025-07-31T16:25:02.157600,15.06388458,0.0001251,53.0563,348.7525,95.7244,264.3888,0,U,45582,999,29219,5.526e-05,5.42e-06,0.0,0.5,0.5,0.5
STARLINK-1347,2020-025BH,2025-07-31T16:15:23.597280,15.19834315,0.0001816,53.0547,345.9975,264.0381,96.0407,0,U,45586,999,29222,0.0023095,0.00050152,0.0,0.5,0.5,0.5
STARLINK-1349,2020-025BJ,2025-08-01T06:00:02.000160,15.79370322,0.0012808,53.0561,319.569,288.035,253.1895,0,U,45587,999,29205,0.0013529,0.00257429,0.0,0.5,0.5,0.5
STARLINK-1360,2020-025BK,2025-07-31T18:56:17.148768,15.61226723,6.91e-05,53.0504,291.9958,106.8775,253.2313,0,U,45588,999,29300,0.0004931,0.00042248,0.0,0.5,0.5,0.5
STARLINK-1364,2020-025BL,2025-07-31T16:30:19.522080,15.0639564,0.0001314,53.0572,348.7336,87.4351,272.6788,0,U,45589,999,29219,1.306e-05,-8.7e-07,0.0,0.5,0.5,0.5
STARLINK-1365,2020-025BM,2025-07-31T21:39:32.433408,15.06390799,0.0001288,53.0555,17.7717,107.3982,252.7148,0,U,45590,999,29121,0.00017817,2.373e-05,0.0,0.5,0.5,0.5
STARLINK-1443,2020-035D,2025-07-31T14:56:08.281248,15.06387908,0.0001346,53.0566,339.0304,82.3203,277.7939,0,U,45660,999,28500,-2.7219e-05,-6.87e-06,0.0,0.5,0.5,0.5
STARLINK-1446,2020-035G,2025-07-31T19:32:32.209152,15.25311796,0.0004485,53.033,315.8947,303.7144,56.3426,0,U,45663,999,28575,0.00098432,0.00024867,0.0,0.5,0.5,0.5
STARLINK-1448,2020-035J,2025-07-31T19:48:03.118176,15.06392969,0.0001343,53.0549,338.1179,87.8302,272.284,0,U,45665,999,28543,1.2596e-05,-9.4e-07,0.0,0.5,0.5,0.5
STARLINK-1451,2020-035M,2025-07-31T15:06:47.863296,15.06393143,0.0001272,53.0563,339.3126,87.131,272.9824,0,U,45668,999,28541,0.00011333,1.407e-05,0.0,0.5,0.5,0.5
STARLINK-1452,2020-035N,2025-07-31T19:25:01.424928,15.18250953,0.0003735,53.0534,329.3889,91.4539,268.6883,0,U,45669,999,28556,0.0012524,0.00025743,0.0,0.5,0.5,0.5
STARLINK-1453,2020-035P,2025-07-31T13:45:47.617056,15.06398039,0.0001272,53.0551,309.2527,82.2054,277.908,0,U,45670,999,28571,-1.804e-08,-2.82e-06,0.0,0.5,0.5,0.5
STARLINK-1454,2020-035Q,2025-07-31T15:38:35.002464,15.06394731,0.0001425,53.056,338.8954,95.2152,264.9,0,U,45671,999,28540,-9.8907e-05,-1.754e-05,0.0,0.5,0.5,0.5
STARLINK-1456,2020-035S,2025-07-31T15:59:49.917408,15.06386937,0.0001328,53.0573,338.8307,86.7668,273.3473,0,U,45673,999,28542,2.8367e-05,1.41e-06,0.0,0.5,0.5,0.5
STARLINK-1457,2020-035T,2025-07-31T16:10:26.565312,15.06390756,0.0001269,53.0553,338.7986,85.187,274.9264,0,U,45674,999,28502,3.8706e-05,2.95e-06,0.0,0.5,0.5,0.5
STARLINK-1458,2020-035U,2025-07-31T15:54:30.140640,15.06398244,0.0001247,53.0556,338.8465,90.7675,269.3457,0,U,45675,999,28538,-0.00026079,-4.163e-05,0.0,0.5,0.5,0.5
STARLINK-1460,2020-035V,2025-07-31T15:12:02.930400,15.06394984,0.0001281,53.0558,338.9776,87.0518,273.0617,0,U,45676,999,28537,5.4387e-05,5.29e-06,0.0,0.5,0.5,0.5
STARLINK-1392,2020-035W,2025-07-31T15:27:57.700512,15.06397444,0.0001355,53.0561,338.9271,87.7665,272.3479,0,U,45677,999,28541,-6.9789e-05,-1.321e-05,0.0,0.5,0.5,0.5
STARLINK-1394,2020-035Y,2025-07-31T15:23:59.710848,15.06390459,0.0001344,53.0559,328.9411,84.5934,275.5208,0,U,45679,999,28555,5.2208e-05,4.96e-06,0.0,0.5,0.5,0.5
STARLINK-1402,2020-035AE,2025-07-31T14:32:46.957920,15.06386953,0.0001249,53.0572,323.5216,92.7851,267.3281,0,U,45685,999,28522,7.1035e-05,7.76e-06,0.0,0.5,0.5,0.5
STARLINK-1404,2020-035AF,2025-07-31T14:25:36.202944,15.06399245,0.0001263,53.0555,329.1265,90.9385,269.1749,0,U,45686,999,28514,0.00011272,1.398e-05,0.0,0.5,0.5,0.5
STARLINK-1413,2020-035AJ,2025-07-31T19:38:45.352608,15.0639299,0.0001448,53.0561,328.1459,94.3255,265.7899,0,U,45689,999,28549,-7.0415e-05,-1.33e-05,0.0,0.5,0.5,0.5
STARLINK-1417,2020-035AN,2025-07-31T14:46:50.202912,15.06394562,0.0001253,53.0562,329.0659,88.8334,271.2799,0,U,45693,999,28554,-3.7818e-05,-8.45e-06,0.0,0.5,0.5,0.5
STARLINK-1420,2020-035AQ,2025-07-31T17:59:12.595776,15.06399955,0.0001395,53.0557,308.4511,100.9702,259.1444,0,U,45695,999,28585,0.00013429,1.719e-05,0.0,0.5,0.5,0.5
STARLINK-1422,2020-035AR,2025-07-31T19:49:22.525824,15.06389797,0.0001424,53.0563,328.1192,101.8228,258.2921,0,U,45696,999,28557,-0.00012959,-2.211e-05,0.0,0.5,0.5,0.5
STARLINK-1351,2020-035AS,2025-07-31T12:52:43.673376,15.06392492,0.0001297,53.0547,309.4133,88.8173,271.2964,0,U,45697,999,28582,2.7728e-05,1.32e-06,0.0,0.5,0.5,0.5
STARLINK-1398,2020-035AU,2025-08-01T05:05:04.754976,15.3599043,0.0007157,53.055,289.2257,304.2395,55.7929,0,U,45699,999,28579,0.002009,0.00071769,0.0,0.5,0.5,0.5
STARLINK-1400,2020-035AV,2025-07-31T13:51:06.883200,15.06387649,0.0001365,53.0566,309.2323,93.6132,266.5014,0,U,45700,999,28582,-9.1149e-08,-2.83e-06,0.0,0.5,0.5,0.5
STARLINK-1403,2020-035AW,2025-07-31T12:58:00.842592,15.06385604,0.0001481,53.0552,309.3952,100.5304,259.5852,0,U,45701,999,28542,-0.00047229,-7.306e-05,0.0,0.5,0.5,0.5
STARLINK-1407,2020-035AY,2025-07-31T19:50:09.089376,15.29123289,0.0004474,53.044,284.7167,77.7712,282.3788,0,U,45703,999,28619,0.0019308,0.00055391,0.0,0.5,0.5,0.5
STARLINK-1411,2020-035BB,2025-08-01T06:00:02.000160,15.14487087,7.75e-05,53.0551,305.3778,69.5341,133.0741,0,U,45706,999,28553,0.0035237,0.00065916,0.0,0.5,0.5,0.5
STARLINK-1423,2020-035BF,2025-07-31T23:08:25.197792,15.06391678,0.0001169,53.056,307.496,98.658,261.4542,0,U,45710,999,28547,-3.0668e-05,-7.38e-06,0.0,0.5,0.5,0.5
STARLINK-1433,2020-035BG,2025-07-31T17:55:16.322880,15.06386489,9.95e-05,53.0559,308.4736,74.8269,285.2829,0,U,45711,999,28584,0.00011739,1.467e-05,0.0,0.5,0.5,0.5
STARLINK-1434,2020-035BH,2025-07-31T19:44:59.219232,15.08764605,0.0002563,53.0549,307.5782,267.3518,92.7179,0,U,45712,999,28587,0.00091087,0.0001421,0.0,0.5,0.5,0.5
STARLINK-1465,2020-038B,2025-08-01T02:40:44.512320,15.06390251,0.0001348,53.0554,146.8344,84.9815,275.1328,0,U,45731,999,28391,-2.3047e-05,-6.25e-06,0.0,0.5,0.5,0.5
STARLINK-1471,2020-038F,2025-08-01T03:15:58.023072,15.36030791,0.0001323,53.0515,107.5127,131.7099,228.4016,0,U,45735,999,28462,0.00028539,9.789e-05,0.0,0.5,0.5,0.5
STARLINK-1474,2020-038J,2025-08-01T00:50:45.314016,15.55132449,0.0001539,53.0415,79.745,19.487,340.6199,0,U,45738,999,28500,0.00052762,0.00035869,0.0,0.5,0.5,0.5
STARLINK-1475,2020-038K,2025-07-31T19:18:56.213856,15.46362454,0.0004512,53.0595,46.8028,139.9601,220.1738,0,U,45739,999,28529,0.0026279,0.00133805,0.0,0.5,0.5,0.5
STARLINK-1480,2020-038M,2025-08-01T00:38:40.219296,15.06389461,0.0001528,53.0561,147.2186,84.2241,275.8922,0,U,45741,999,28405,-2.2077e-05,-6.1e-06,0.0,0.5,0.5,0.5
STARLINK-1481,2020-038N,2025-07-31T22:00:01.999584,15.94066165,0.0001945,53.0356,65.8828,61.3848,129.0631,0,U,45742,999,28517,0.00099607,0.00374037,6.5834e-05,0.5,0.5,0.5
STARLINK-1500,2020-038Q,2025-07-31T22:54:33.583968,15.23306096,6.34e-05,53.0337,138.5261,326.9303,33.1654,0,U,45744,999,28305,0.0006337,0.00014929,0.0,0.5,0.5,0.5
STARLINK-1504,2020-038S,2025-07-31T23:03:36.973440,15.31034051,0.0001343,53.0313,109.5587,107.3565,252.7582,0,U,45746,999,28345,0.00061923,0.00018506,0.0,0.5,0.5,0.5
STARLINK-1506,2020-038T,2025-08-01T04:07:58.758240,15.18105188,0.0002579,53.0516,136.3563,352.1767,7.9186,0,U,45747,999,28402,0.0016177,0.00033236,0.0,0.5,0.5,0.5
STARLINK-1464,2020-038X,2025-08-01T03:52:23.967264,15.06401491,0.0001431,53.0551,126.6073,102.6864,257.4285,0,U,45751,999,28435,0.00012403,1.566e-05,0.0,0.5,0.5,0.5
STARLINK-1476,2020-038Z,2025-08-01T06:00:02.000160,15.81613911,0.0005968,53.0243,51.9702,187.9494,294.3102,0,U,45753,999,28540,0.0010272,0.002146,0.0,0.5,0.5,0.5
STARLINK-1477,2020-038AA,2025-07-31T21:51:28.564992,15.06394735,0.0001408,53.0552,127.7328,91.3197,268.7954,0,U,45754,999,28320,1.9351e-05,7e-08,0.0,0.5,0.5,0.5
STARLINK-1478,2020-038AB,2025-07-31T22:17:59.595936,15.06395442,0.0001295,53.0537,127.6538,95.3385,264.7751,0,U,45755,999,28319,-0.00018027,-2.965e-05,0.0,0.5,0.5,0.5
STARLINK-1484,2020-038AC,2025-08-01T04:00:11.929536,15.45774784,0.0001693,53.0214,62.4086,127.8606,232.2553,0,U,45756,999,28525,0.0014636,0.00072244,0.0,0.5,0.5,0.5
STARLINK-1487,2020-038AE,2025-07-31T22:00:01.999584,15.9441869,0.0007728,53.0142,293.3649,358.3579,174.8093,0,U,45758,999,28703,0.00079428,0.00304229,4.7129e-05,0.5,0.5,0.5
STARLINK-1493,2020-038AF,2025-08-01T01:13:08.464224,15.06423203,8.4e-05,53.0543,127.1064,117.5445,242.563,0,U,45759,999,28414,-0.00058451,-8.982e-05,0.0,0.5,0.5,0.5
STARLINK-1494,2020-038AG,2025-07-31T23:42:55.720224,15.06388641,0.0001369,53.0557,127.3894,97.7186,262.3959,0,U,45760,999,28413,-3.2707e-05,-7.68e-06,0.0,0.5,0.5,0.5
STARLINK-1502,2020-038AL,2025-08-01T03:36:28.262304,15.06390152,0.0001376,53.0534,126.6572,75.7337,284.3805,0,U,45764,999,28416,-0.00010304,-1.815e-05,0.0,0.5,0.5,0.5
STARLINK-1470,2020-038AU,2025-07-31T23:17:59.967744,15.11731382,0.0004355,53.0514,105.171,38.5412,321.5889,0,U,45772,999,28352,0.0010051,0.00017073,0.0,0.5,0.5,0.5
STARLINK-1482,2020-038AV,2025-08-01T02:46:02.460864,15.06394326,0.0001343,53.0538,106.8172,88.9347,271.1796,0,U,45773,999,28447,3.7587e-06,-2.25e-06,0.0,0.5,0.5,0.5
STARLINK-1485,2020-038AW,2025-07-31T21:52:45.336576,15.57640425,0.0005711,53.0545,81.8297,99.9278,260.2378,0,U,45774,999,28384,0.0017539,0.00133839,0.0,0.5,0.5,0.5
STARLINK-1491,2020-038BA,2025-08-01T06:00:02.000160,15.98537474,0.0005143,53.0275,7.8706,317.8082,172.7802,0,U,45778,999,28601,0.00091247,0.00438602,9.1989e-05,0.5,0.5,0.5
STARLINK-1496,2020-038BC,2025-07-31T22:47:11.983200,15.06380566,0.0001615,53.055,107.5629,86.166,273.9513,0,U,45780,999,28347,-8.491e-05,-1.545e-05,0.0,0.5,0.5,0.5
STARLINK-1497,2020-038BD,2025-08-01T00:51:32.553216,15.35174728,0.0002133,53.0461,76.2356,276.9484,83.1275,0,U,45781,999,28486,0.0022176,0.00077218,0.0,0.5,0.5,0.5
STARLINK-1510,2020-038BG,2025-08-01T02:13:06.307104,15.46983782,0.0005051,53.039,61.2736,188.1457,171.9469,0,U,45784,999,28507,0.0021263,0.00110207,0.0,0.5,0.5,0.5
STARLINK-1513,2020-038BJ,2025-07-31T21:54:07.073568,15.06392394,0.0001944,53.0554,107.7252,89.6723,270.4489,0,U,45786,999,28348,9.9702e-05,1.203e-05,0.0,0.5,0.5,0.5
STARLINK-1522,2020-055A,2025-07-31T21:26:15.002880,15.06391218,0.0001461,53.0558,37.8124,97.2401,262.8754,0,U,46027,999,27560,4.6017e-07,-2.75e-06,0.0,0.5,0.5,0.5
STARLINK-1523,2020-055B,2025-07-31T21:47:28.842144,15.06394841,0.0001449,53.056,37.7451,90.9706,269.1449,0,U,46028,999,27562,6.9283e-05,7.51e-06,0.0,0.5,0.5,0.5
STARLINK-1526,2020-055C,2025-07-31T21:36:51.788160,15.06391571,0.0001487,53.0558,37.7763,102.2812,257.8344,0,U,46029,999,27561,1.8576e-05,-5e-08,0.0,0.5,0.5,0.5
STARLINK-1555,2020-055F,2025-07-31T19:40:05.918016,15.06389734,0.0001363,53.056,38.1482,95.8899,264.2245,0,U,46032,999,27560,6.6217e-07,-2.72e-06,0.0,0.5,0.5,0.5
STARLINK-1556,2020-055G,2025-07-31T22:24:38.496096,15.06400918,0.0001341,53.056,37.6283,101.5881,258.5259,0,U,46033,999,27559,-3.5487e-05,-8.1e-06,0.0,0.5,0.5,0.5
STARLINK-1557,2020-055H,2025-07-31T22:29:56.920704,15.06392591,0.0001315,53.0559,37.611,90.9928,269.1212,0,U,46034,999,27559,1.4025e-05,-7.3e-07,0.0,0.5,0.5,0.5
STARLINK-1558,2020-055J,2025-07-31T22:40:33.630816,15.06389196,0.0001506,53.0571,37.5776,99.0531,261.0628,0,U,46035,999,27562,9.0011e-06,-1.47e-06,0.0,0.5,0.5,0.5
STARLINK-1560,2020-055K,2025-07-31T22:19:19.979040,15.06393451,0.0001164,53.0557,37.6453,85.193,274.9192,0,U,46036,999,27510,3.0585e-05,1.74e-06,0.0,0.5,0.5,0.5
STARLINK-1567,2020-055M,2025-07-31T19:24:10.148256,15.06392845,0.0001236,53.0558,38.1911,89.2192,270.8939,0,U,46038,999,27559,1.8057e-06,-2.54e-06,0.0,0.5,0.5,0.5
STARLINK-1569,2020-055N,2025-07-31T17:59:15.633600,15.06385534,0.0001355,53.0555,38.4578,89.6967,270.4178,0,U,46039,999,27558,-2.0866e-05,-5.92e-06,0.0,0.5,0.5,0.5
STARLINK-1582,2020-055S,2025-07-31T21:20:56.658624,15.06388476,0.0001448,53.0556,37.8312,94.24,265.8755,0,U,46043,999,27560,-6.7467e-05,-1.286e-05,0.0,0.5,0.5,0.5
STARLINK-1591,2020-055U,2025-07-31T21:58:05.681856,15.063902,0.0001289,53.0557,37.7107,88.9362,271.1775,0,U,46045,999,27559,3.5465e-05,2.47e-06,0.0,0.5,0.5,0.5
STARLINK-1524,2020-055W,2025-07-31T20:50:26.108736,15.06388874,0.0001538,53.056,27.9232,74.5308,285.585,0,U,46047,999,27523,3.1238e-05,1.84e-06,0.0,0.5,0.5,0.5
STARLINK-1527,2020-055X,2025-07-31T22:20:38.945184,15.06394866,0.0001446,53.0559,27.6432,86.9139,273.2016,0,U,46048,999,27573,-1.1241e-05,-4.49e-06,0.0,0.5,0.5,0.5
STARLINK-1540,2020-055AA,2025-07-31T21:32:53.601504,15.06389987,0.0001392,53.056,27.7903,93.3756,266.7392,0,U,46051,999,27576,-7.151e-05,-1.346e-05,0.0,0.5,0.5,0.5
STARLINK-1541,2020-055AB,2025-07-31T18:00:34.419168,15.06396242,0.0001338,53.0551,28.4515,102.4196,257.6943,0,U,46052,999,27570,0.0001527,1.994e-05,0.0,0.5,0.5,0.5
STARLINK-1543,2020-055AC,2025-07-31T21:16:57.747936,15.06395774,0.000145,53.0563,27.8394,89.7192,270.3963,0,U,46053,999,27575,5.3795e-05,5.2e-06,0.0,0.5,0.5,0.5
STARLINK-1548,2020-055AD,2025-07-31T18:16:29.436384,15.06392894,0.0001274,53.0551,28.4033,70.3661,289.7465,0,U,46054,999,27573,0.00036458,5.152e-05,0.0,0.5,0.5,0.5
STARLINK-1554,2020-055AE,2025-07-31T21:06:21.400704,15.06406826,0.0001307,53.0546,27.8703,113.1307,246.9819,0,U,46055,999,27521,0.00025744,3.556e-05,0.0,0.5,0.5,0.5
STARLINK-1564,2020-055AH,2025-07-31T21:22:20.572032,15.06415215,0.0001197,53.0549,28.2846,96.0621,264.0505,0,U,46058,999,27574,0.00012262,1.546e-05,0.0,0.5,0.5,0.5
STARLINK-1570,2020-055AJ,2025-07-31T18:53:39.002208,15.06392527,0.0001474,53.0575,28.2909,101.1717,258.9438,0,U,46059,999,27569,-7.709e-05,-1.429e-05,0.0,0.5,0.5,0.5
STARLINK-1572,2020-055AK,2025-07-31T21:59:25.384128,15.06394439,0.0001574,53.056,27.708,96.6968,263.42,0,U,46060,999,27572,3.9197e-05,3.02e-06,0.0,0.5,0.5,0.5
STARLINK-1573,2020-055AL,2025-07-31T17:07:30.299232,15.06392646,0.0001327,53.0568,28.6568,93.2956,266.8185,0,U,46061,999,27572,3.2746e-05,2.06e-06,0.0,0.5,0.5,0.5
STARLINK-1577,2020-055AN,2025-07-31T20:55:43.348800,15.06390913,0.0001318,53.0559,27.9063,92.9344,267.1796,0,U,46063,999,27521,-7.3143e-06,-3.9e-06,0.0,0.5,0.5,0.5
STARLINK-1583,2020-055AP,2025-07-31T18:32:25.573344,15.06393931,0.0001169,53.056,28.3548,93.2906,266.8217,0,U,46064,999,27573,2.5318e-05,9.6e-07,0.0,0.5,0.5,0.5
STARLINK-1525,2020-055AR,2025-07-31T16:54:13.633344,15.06388587,0.0001396,53.0562,8.6597,89.5425,270.5724,0,U,46066,999,27599,-3.9685e-05,-8.72e-06,0.0,0.5,0.5,0.5
STARLINK-1536,2020-055AV,2025-07-31T17:57:55.981440,15.06399436,0.0001434,53.0567,8.4627,88.8305,271.2848,0,U,46070,999,27601,-2.1809e-05,-6.06e-06,0.0,0.5,0.5,0.5
STARLINK-1542,2020-055AY,2025-07-31T17:47:18.697632,15.06387449,0.0001449,53.0572,8.5022,106.0615,254.0533,0,U,46073,999,27600,2.1148e-05,3.3e-07,0.0,0.5,0.5,0.5
